Patients,Time_Top30
P_NCT02872025,0.9343118667602539
P_NCT03048942,1.2574312686920166
P_NCT02448420,1.0233418941497803
P_NCT03740893,0.9238309860229492
P_NCT03315364,1.2193312644958496
P_NCT03428802,0.8023958206176758
P_NCT02583828,0.8844196796417236
P_NCT02344472,0.7951831817626953
P_NCT02187991,0.8326220512390137
P_NCT01785420,0.7973310947418213
P_NCT03324425,0.8542540073394775
P_NCT03546686,1.1299738883972168
P_NCT03025035,1.383051872253418
P_NCT02095184,0.8068280220031738
P_NCT02760030,0.7693061828613281
P_NCT03500380,0.8612680435180664
P_NCT03515798,0.9562926292419434
P_NCT03272334,0.7788693904876709
P_NCT02977468,1.0345749855041504
P_NCT02627248,0.8113746643066406
P_NCT03747120,0.7101945877075195
P_NCT02926690,0.859827995300293
P_NCT02716116,0.9589269161224365
P_NCT01817452,0.8314096927642822
P_NCT03596073,1.014746904373169
P_NCT02965950,0.9136412143707275
P_NCT02632448,0.7483482360839844
P_NCT02615457,0.7247292995452881
P_NCT03090165,1.3334708213806152
P_NCT03685331,1.0063951015472412
