Patients,Time_Top20
P_NCT02872025,0.6068253517150879
P_NCT03048942,0.9332056045532227
P_NCT02448420,0.7428410053253174
P_NCT03740893,0.8990449905395508
P_NCT03315364,1.309549331665039
P_NCT03428802,0.626232385635376
P_NCT02583828,0.7337508201599121
P_NCT02344472,0.6401090621948242
P_NCT02187991,0.7427487373352051
P_NCT01785420,0.626835823059082
P_NCT03324425,0.682610273361206
P_NCT03546686,0.9739775657653809
P_NCT03025035,1.3164138793945312
P_NCT02095184,0.7858531475067139
P_NCT02760030,0.8037633895874023
P_NCT03500380,0.9085063934326172
P_NCT03515798,1.234724998474121
P_NCT03272334,0.7038545608520508
P_NCT02977468,0.9160211086273193
P_NCT02627248,1.0970613956451416
P_NCT03747120,0.762991189956665
P_NCT02926690,0.9224770069122314
P_NCT02716116,1.0723354816436768
P_NCT01817452,0.6746554374694824
P_NCT03596073,1.1792171001434326
P_NCT02965950,0.9652402400970459
P_NCT02632448,0.7310445308685303
P_NCT02615457,0.9368600845336914
P_NCT03090165,1.2446753978729248
P_NCT03685331,1.0788018703460693
