Patients,Time_Top50
P_NCT02872025,0.9023339748382568
P_NCT03048942,1.3040566444396973
P_NCT02448420,1.0771207809448242
P_NCT03740893,1.127446174621582
P_NCT03315364,1.207991361618042
P_NCT03428802,1.4645285606384277
P_NCT02583828,0.991997480392456
P_NCT02344472,0.8478319644927979
P_NCT02187991,0.8919157981872559
P_NCT01785420,0.7793962955474854
P_NCT03324425,0.800839900970459
P_NCT03546686,0.878943681716919
P_NCT03025035,1.031684160232544
P_NCT02095184,0.8137524127960205
P_NCT02760030,0.6529331207275391
P_NCT03500380,0.6848981380462646
P_NCT03515798,0.7467563152313232
P_NCT03272334,0.6434502601623535
P_NCT02977468,0.7610678672790527
P_NCT02627248,0.62933349609375
P_NCT03747120,0.6381876468658447
P_NCT02926690,0.7411518096923828
P_NCT02716116,0.9720416069030762
P_NCT01817452,0.7510497570037842
P_NCT03596073,1.0302987098693848
P_NCT02965950,0.9591066837310791
P_NCT02632448,0.7382264137268066
P_NCT02615457,1.0026836395263672
P_NCT03090165,1.5432705879211426
P_NCT03685331,1.1049256324768066
