Patients,Time_Top40
P_NCT02872025,0.9150118827819824
P_NCT03048942,1.2447240352630615
P_NCT02448420,1.0152013301849365
P_NCT03740893,0.9918034076690674
P_NCT03315364,1.0571680068969727
P_NCT03428802,0.7746562957763672
P_NCT02583828,0.879206657409668
P_NCT02344472,0.7872536182403564
P_NCT02187991,0.9234302043914795
P_NCT01785420,0.8335387706756592
P_NCT03324425,0.8745906352996826
P_NCT03546686,1.1305842399597168
P_NCT03025035,1.332927942276001
P_NCT02095184,0.7786238193511963
P_NCT02760030,0.8195970058441162
P_NCT03500380,0.9054102897644043
P_NCT03515798,0.9545598030090332
P_NCT03272334,0.7862894535064697
P_NCT02977468,0.9472622871398926
P_NCT02627248,0.8037245273590088
P_NCT03747120,0.7618658542633057
P_NCT02926690,0.9001240730285645
P_NCT02716116,0.944664716720581
P_NCT01817452,0.6897444725036621
P_NCT03596073,0.9784841537475586
P_NCT02965950,0.8976917266845703
P_NCT02632448,0.7076923847198486
P_NCT02615457,0.7085714340209961
P_NCT03090165,1.2255666255950928
P_NCT03685331,1.037832260131836
