Patients,Time_Top10
P_NCT02872025,0.7468926906585693
P_NCT03048942,0.9578020572662354
P_NCT02448420,0.7539277076721191
P_NCT03740893,0.6993298530578613
P_NCT03315364,0.8345367908477783
P_NCT03428802,0.5841977596282959
P_NCT02583828,0.6598532199859619
P_NCT02344472,0.6097283363342285
P_NCT02187991,0.6901543140411377
P_NCT01785420,0.5881946086883545
P_NCT03324425,0.6530709266662598
P_NCT03546686,0.8211658000946045
P_NCT03025035,0.9701910018920898
P_NCT02095184,0.5925717353820801
P_NCT02760030,0.5815939903259277
P_NCT03500380,0.6402208805084229
P_NCT03515798,0.7171080112457275
P_NCT03272334,0.5955715179443359
P_NCT02977468,0.7151052951812744
P_NCT02627248,0.5816280841827393
P_NCT03747120,0.5878117084503174
P_NCT02926690,0.6466615200042725
P_NCT02716116,0.7002315521240234
P_NCT01817452,0.5363128185272217
P_NCT03596073,0.7456719875335693
P_NCT02965950,0.6918318271636963
P_NCT02632448,0.5352683067321777
P_NCT02615457,0.5318899154663086
P_NCT03090165,0.944633960723877
P_NCT03685331,0.7581155300140381
