Patients,Time_Top90
P_NCT02872025,0.833284854888916
P_NCT03048942,1.3318774700164795
P_NCT02448420,1.0486054420471191
P_NCT03740893,0.9814121723175049
P_NCT03315364,1.2446975708007812
P_NCT03428802,0.8934307098388672
P_NCT02583828,0.9683916568756104
P_NCT02344472,0.8013415336608887
P_NCT02187991,0.9096875190734863
P_NCT01785420,0.806025505065918
P_NCT03324425,0.9733929634094238
P_NCT03546686,0.936511754989624
P_NCT03025035,1.229468822479248
P_NCT02095184,0.8167150020599365
P_NCT02760030,0.7429924011230469
P_NCT03500380,0.9019548892974854
P_NCT03515798,0.9062023162841797
P_NCT03272334,0.7766880989074707
P_NCT02977468,0.8665852546691895
P_NCT02627248,0.7228527069091797
P_NCT03747120,0.7299709320068359
P_NCT02926690,0.7927911281585693
P_NCT02716116,0.9326958656311035
P_NCT01817452,0.6550462245941162
P_NCT03596073,1.0598013401031494
P_NCT02965950,0.9677581787109375
P_NCT02632448,0.6670117378234863
P_NCT02615457,0.6202297210693359
P_NCT03090165,1.3023581504821777
P_NCT03685331,0.9586668014526367
